Base	Collocatif	Compositionnel	Phrase	ID	Corpus	URL
bilan	lourd	Non	Il s'agit du plus lourd bilan pour une seule attaque depuis le 17 août, quand un kamikaze s'était fait exploser aux abords d'un centre de recrutement de l'armée à Bagdad, faisant 59 morts et plus de 125 blessés.	s80718 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s80718&idxml=lfi2010_2011.xml&user=userP&token=0f1617c745b8af7029238598e9c26576
bilan	lourd	Non	En une journée, l'Irak connaît son plus lourd bilan humain depuis les événements meurtriers du 15 août, lorsqu'une série d'attentats perpétrés simultanément dans plusieurs villes du pays avait causé plus de 74 morts.	s109482 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s109482&idxml=libe2010_2015.xml&user=userP&token=4887e63521ff74efd0dd544af337f4ef
bilan	lourd	Non	Certaines villes de province ont été également touchées par les intempéries faisant craindre un bilan plus lourd.	s1461811 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1461811&idxml=lm2010_2015.xml&user=userP&token=85bb193c2a2afa48f2a638f702cccbdf
bilan	lourd	Non	C'est le plus lourd bilan pour des manifestations en Thaïlande depuis celles de 1992.	s445400 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s445400&idxml=lm2010_2015.xml&user=userP&token=1bda9a33fdc89fb02a39ace4bd99fd51
bilan	lourd	Non	Selon les Nations unies, plus d'un millier d'Irakiens ont été tués dans les violences à caractère politique et intercommunautaire en juillet, le plus lourd bilan mensuel depuis 2008.	s695224 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s695224&idxml=lm2010_2015.xml&user=userP&token=3eeac404f7d96b9e34dd24a3f24cb2f2
bilan	lourd	Non	Compte tenu de l'intensité du phénomène et de la précarité des habitats traditionnels dans les tribus mélanésiennes, un lourd bilan humain est redouté.	s1239139 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1239139&idxml=lm2010_2015.xml&user=userP&token=d6311f9f82fa62ee11e3dd2d3c0c90be
bilan	lourd	Non	Le bilan est lourd, mais la route est libre jusqu'à l'Averne.	s2519 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2519&idxml=SF.en_fr/patched/fr/GENEFORT_ARAGO.xml.tei.xml&user=userP&token=6b886f1ffa134e2cad819d3bf0fd9093
bilan	lourd	Non	Lorsque Zolt procéda à l'appel il constata que le bilan était lourd : deux Bians avaient été entraînés dans les flots où l'eau rouge de sang montrait assez quel avait été leur sort.	s12740 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s12740&idxml=SF.fr.BARBET.xml&user=userP&token=c12126f6c8e3d681c52334c1cf1980bb
bilan	lourd	Non	En quelques secondes de combat, le bilan était déjà lourd.	s8960 	POLv2 : Corpus policier de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8960&idxml=POL.fr.OLIVAUX.xml&user=userP&token=13200891f901049315b54b0687b8c7cf
bilan	lourd	Non	Le bilan est très lourd, on parle de plus de six cents victimes.	s167 	POLv2 : Corpus policier de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s167&idxml=POL.fr.OLIVAUX.xml&user=userP&token=4275c786f7a24afe74b1c9059550be24
équipement	lourd	Oui	C'est ainsi qu'un jour d'automne je traversai à cheval le Danube gonflé par les pluies, chargé du lourd équipement des soldats bataves.	s589 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s589&idxml=LITT.fr.YOURCENAR.xml&user=userP&token=5b62b45973fceb82748400116c67d2f3
plateau	lourd	Oui	Derrière le lourd plateau d'une table doublée de deux matelas, des armes, des munitions... un petit arsenal.	s888 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s888&idxml=LITT.fr.WINTREBERT.xml&user=userP&token=339b46fec73588ef1117e5b1ebe37e48
cartable	lourd	Oui	Il est alors permis à ces enfants de mener une vie normale, de faire du sport, et de porter leur lourd cartable sur le dos...	s67444	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s67444&idxml=lfi2010_2011.xml&user=userP&token=5d7a84d7a12719caffdd06a4445b1a08
manteau	lourd	Oui	Chiasson arriva près d'eux en retirant son lourd manteau, le visage déjà congestionné par la tirade à venir.	s1156 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1156&idxml=LITT.fr.VONARBURG.xml&user=userP&token=f082b925d40da70147cc0a01008a9e8b
ouvrage	lourd	Oui	Le Haut Prêtre fit un signe à un des assistants qui alla chercher au fond de la pièce un lourd ouvrage relié de cuir.	s10955 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s10955&idxml=LITT.fr.ANGE.xml&user=userP&token=ebf52e8101d880813f475eac04beff7e
bouclier	lourd	Oui	Mais sur le lourd bouclier triangulaire qu'il portait autour du cou, l'emblème était intact.	s1474 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1474&idxml=LITT.fr.BARBERI.xml&user=userP&token=f2390ecf11045aea3a62575dcb8f5aae
portail	lourd	Oui	Karel ?urda traverse la rue, se présente à la sentinelle qui garde le lourd portail de bois, dit qu'il a des révélations à faire, gravit les grosses marches recouvertes d'un tapis rouge qui le mènent dans le vaste hall d'entrée, et s'engouffre dans le ventre de pierre du palais noir.	s5533 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5533&idxml=LITT.fr.BINET.xml&user=userP&token=7788f0054f4ada50e9084941948d7807
revolver	lourd	Oui	Ils sont armés d'un lourd revolver contre les chacals, les feux follets, les profanateurs, véritables gardiens de la paix.	s872 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s872&idxml=LITT.fr.BLONDIN.xml&user=userP&token=e6df259f0472968d6099cd11d0b05845
crâne	lourd	Oui	Mais ce crâne doit être si lourd au bout d'un long cou que le personnage semble le porter, comme une charge, toujours un peu penché de lassitude.	s15512 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s15512&idxml=LITT.fr.BODARD.xml&user=userP&token=35c67b3e8785365b44e21f77950ec7a9
sac	lourd	Oui	Le soir, Rose rentrait chez elle un peu ivre et traînant un lourd sac de pommes dont Madeleine tâcherait de faire des tartes ou de la compote.	s3914 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3914&idxml=LITT.fr.LAINE2.xml&user=userP&token=ff46e72a36f3582445e6cfe97d595df7
lettre	longue	Non	Elle écrit une longue lettre, des pages et des pages pour démontrer qu'ils doivent guérir l'un de l'autre, se quitter dans l'amitié et chacun remplir sa tâche.	s8896 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8896&idxml=LITT.fr.BODARD.xml&user=userP&token=eab34b9fdf955f2d1bd7f2fd474ecdcf
lettre	longue	Non	De Bretagne, je lui écris une longue lettre d'amour.	s792 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s792&idxml=LITT.fr.CUSSET.xml&user=userP&token=03f70f247dab6518a5a2fb330a5fe032
lettre	longue	Non	Il avait donc eu le temps d'écrire une longue lettre à M. de Mornay dans laquelle il avait raconté l'emprisonnement de Cassandre.	s15995 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s15995&idxml=LITT.fr.DAILLON.xml&user=userP&token=27b309ad39d032ca07c5991a8bedbb3b
lettre	longue	Non	Hier soir, j'ai écrit une longue lettre à Vittoria, et profitant d'un moment où j'étais seul avec son frère, je l'ai prié de la lui remettre.	s8364 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8364&idxml=LITT.fr.MERLE.xml&user=userP&token=6e1520e7aaa0bd89b2e53bf2239fbe98
lettres	longues	Non	Elles en avaient tellement parlé, de ce père qui ne cessait d'écrire à sa fille de longues lettres où il lui disait son affection, ses craintes, où il la couvrait de conseils et de recommandations.	s244 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s244&idxml=LITT.fr.PACULA.xml&user=userP&token=e52829dcc49d30cc52cd3ba7126ce38c
lettres	longues	Non	Le reste de l'année, Jean-Paul Ollivier correspond avec Charles de Gaulle à qui il écrit de longues lettres au Bic bleu.	s25924 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s25924&idxml=libe2010_2015.xml&user=userP&token=4f594db9ab1cac89a0d8615e22a0b921
lettres	longues	Non	La correspondance entre Miller et Cendrars est aussi très révélatrice : Miller envoie de longues lettres, Cendrars lui répond en style télégraphique.	s165370 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s165370&idxml=libe2010_2015.xml&user=userP&token=41f4b8d447471e1e702f8703c2a612c1
lettres	longues	Non	Les chapitres factuels, minutieux jusqu'au tatillon, alternent avec de longues lettres très personnelles écrites à Françoise, la mère de Marie-Anne, murée dans un silence qu'on devine envahi de souffrance.	s45316 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s45316&idxml=lm2010_2015.xml&user=userP&token=eca5705d9c300dfaafb4012f34746473
lettre	longue	Non	Au moment de mourir, sans doute victime de sa propre folie, elle écrit une longue lettre à Stefan, qui découvre cette passion, dont il a été, sans le savoir, l'objet.	s880956 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s880956&idxml=lm2010_2015.xml&user=userP&token=627ce6405aa25442227d661b299be1c8
lettre	longue	Non	Le dessinateur a écrit une longue lettre, tout en crobards, à l'écrivain américain pour lui en demander l'autorisation.	s1284129 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1284129&idxml=lm2010_2015.xml&user=userP&token=b781dd18e108c58a7abbccbfd2c07692
doigts	longs	Oui	Je détestais ses immenses panards avec ses longs doigts de pied tordus qui partaient dans tous les sens.	s528 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s528&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=10592e24def74da8703fb4f6c9873b92
mèches	longues	Oui	De longues mèches dorées (artificielles, mais qu'importe) lui tombaient sur les yeux, son prénom se ronronnait plus qu'il ne se prononçait, et il n'allait probablement pas avoir l'occasion de garder la bouche ouverte bien longtemps, vu que je comptais la lui remplir avec ma langue.	s601 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s601&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=3d5d935e2b9c6f3dcb88f2bdb9a3d9a2
chaussette	longue	Oui	Il s'agissait d'une longue chaussette rose fuchsia, avec une fleur turquoise en papier crépon collée dessus.	s4387 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4387&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=00b22c2992393ec805c73c512f2d7652
bras	long	Oui	Il leva les yeux de sa pinte de bière noire, et un long bras maigre se plia pour pointer le bar du pouce.	s96 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s96&idxml=LITT.fr.ALBERT.xml&user=userP&token=d59c2563d3af45cb5f9ec20a03554f7d
tables	longues	Oui	Il abandonna toute idée d'organisation et la suivit vers les longues tables en bois sous les sapins.	s1839 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1839&idxml=LITT.fr.ACHARD.xml&user=userP&token=5bcc19ef5c0d78c7521eabed2a8805ea
guibolles	longues	Oui	Quand il est là-haut, sous le plafond, avec ses longues guibolles ramenées sous le menton, sa maigreur, ses lunettes et ses cheveux qui ont toujours l'air debout sur sa tête sous l'effet de l'angoisse, on dirait une chauve-souris qui a pris des proportions.	s1180 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1180&idxml=LITT.fr.AJAR.xml&user=userP&token=9ed45e419974c8bdb7cbc086c494315c
moustaches	longues	Oui	Il était assis là avec sa calotte d'Anatole France sur la tête et ses longues moustaches bien propres.	s4739 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4739&idxml=LITT.fr.AJAR.xml&user=userP&token=12cbf3bdd502d7309d9104c2d2e49dd1
siège	long	Oui	Un long siège de cuir fournissait l'assise, inconfortable, de l'heureux motocycliste, et tout un jeu de manettes et de pédales constituait les commandes de l'appareil.	s680 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s680&idxml=LITT.fr.ALBERT.xml&user=userP&token=50d44183b88f0a419df34ad4807ab49a
mur	long	Oui	La halte de Châteauneuf est dans les bois, adossée à un long mur, à côté d'une grille de parc.	s2276 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2276&idxml=LITT.fr.GIONO.xml&user=userP&token=dbf69226b7ec39447f02c620b6c7687e
queue	longue	Oui	Son corps robuste au poil ras vous faisait vous sentir tout petit, tout frêle, et sa longue queue de scorpion, dard recourbé et frémissant, vous jetait des sueurs froides sur l'échine.	s4202 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4202&idxml=LITT.fr.ALBERT.xml&user=userP&token=db02df834ae301e43ce76eff6b584e16
